Num_Papers,Num_Chunks,Indexing_Time_ms,Avg_Query_Time_ms,Max_Query_Time_ms
50,1328,10.52713394165039,0.26535987854003906,0.3104209899902344
100,2656,7.7228546142578125,0.4925727844238281,0.5490779876708984
200,5313,17.210006713867188,1.1341571807861328,1.5277862548828125
350,9298,38.4526252746582,2.2981643676757812,2.552509307861328
500,13283,78.21512222290039,3.186511993408203,3.527402877807617
